id,title,author,publisher,category,published_date,isbn,price,stock
23056,새로운 지도에 대하여,전주원,열린책들,예술,2003-04-13,9782929883264,25000,0
23057,완벽한 계절의 재발견 2,문윤서,은행나무,예술,2019-05-12,9780602074392,12800,45
23058,처음 만나는 이름의 역사 (전면개정판),올가 토카르추크,김영사,역사,2018-01-18,9784483590198,19800,8
23059,아주 사소한 약속 수업 (개정판),조채원,길벗,경제경영,2017-07-10,9787974069678,32000,3
23060,불완전한 아침의 재발견 (전면개정판),고서윤,열린책들,예술,2019-05-13,9785699009400,19800,1
23061,거대한 방을 위한 안내서 3,고현우,현대문학,IT,1999-07-25,9789367608674,38000,1
23062,서툰 별자리 완전정복 1,송도윤,현대문학,여행,2010-10-20,9787744875496,25000,1
23063,무한한 숲이야기 1,서예준,인사이트,역사,2011-01-28,9785071964861,19800,3
23064,오래된 겨울이야기 1,오예준,사계절,여행,2017-10-22,9784390163906,25000,0
23065,가장 먼 방을 위한 안내서 (개정판),심현우,은행나무,예술,2005-07-26,9785425327173,14000,1
23066,처음 만나는 계단에 대하여 2,문예준,현대문학,예술,2018-07-03,9783599661026,38000,20
23067,서툰 계단에 대하여,윤정우,은행나무,소설,2007-02-21,9784154330879,13500,12
23068,완벽한 질문의 조건 (전면개정판),배지호,은행나무,IT,2010-11-09,9786302801677,45000,3
23069,익숙한 우물을 찾아서 1,버지니아 울프,길벗,여행,2003-02-10,9781627648815,14000,8
23070,아름다운 목소리의 발견,문하은,위즈덤하우스,과학,2025-12-20,9786918253132,16500,0
23071,단단한 골목의 역사 (합본),문윤서,비룡소,에세이,2022-09-28,9783388032103,16500,1
23072,낯선 질문의 재발견,손은우,길벗,과학,1998-08-28,9787975175134,14000,5
23073,다시 읽는 창문 실전 가이드 3,이태윤,북스톤,에세이,2006-06-27,9787617477501,9800,2
23074,고요한 바다 3,정민준,돌베개,예술,2019-01-11,9789566039308,15800,2
23075,조용한 목소리 완전정복 (합본),강예준,열린책들,과학,2017-09-18,9783825412203,22000,8
23076,익숙한 겨울 1,한건우,열린책들,여행,2005-02-17,9782515254061,15800,0
23077,다시 읽는 계절 실전 가이드 3,남하은,에이콘출판,경제경영,2011-12-20,9780749130682,12800,0
23078,새로운 거리,안태윤,인사이트,여행,2021-03-02,9787813756130,32000,12
23079,단단한 노래을 찾아서 (전면개정판),한강,인사이트,여행,2010-05-25,9789382505847,14000,3
23080,고요한 숲의 발견 3,최도윤,위즈덤하우스,자기계발,2001-08-31,9784562138974,15800,8
23081,아름다운 약속 수업 1,배윤서,인사이트,여행,1998-01-06,9789175749929,12800,12
23082,완벽한 바다의 조건,전지호,알에이치코리아,여행,2008-12-20,9787906630210,15800,3
23083,처음 만나는 골목이야기,이채원,문학동네,인문,2021-07-27,9785190282564,14000,45
23084,완벽한 겨울 실전 가이드 (개정판),문채원,인사이트,자기계발,2022-03-28,9788689977014,32000,20
23085,잊혀진 편지이야기 3,강정우,창비,여행,2012-03-26,9782702841397,32000,12
23086,조용한 언덕의 조건 (개정판),올가 토카르추크,창비,소설,2001-11-11,9784978644086,9800,2
23087,고요한 언덕에 대하여,박시우,열린책들,과학,2005-09-30,9780145046807,25000,12
23088,익숙한 거리을 찾아서 (합본),남우진,문학동네,에세이,2017-07-26,9781871067666,19800,0
23089,가장 먼 이름 실전 가이드 (합본),오재현,북스톤,자기계발,2017-12-14,9789970631645,22000,20
23090,작은 사전의 기술,이지아,에이콘출판,IT,2018-11-22,9786096509271,13500,8
23091,오래된 겨울 수업 (전면개정판),김건우,인사이트,에세이,2023-05-23,9789858833170,12800,3
23092,익숙한 계단 노트 2,송지우,인사이트,IT,1998-11-10,9787383152096,18000,3
23093,새로운 계단 완전정복,양지아,김영사,과학,2020-11-16,9780041362567,32000,12
23094,아주 사소한 기차의 조건 2,임민준,북스톤,자기계발,2002-04-11,9787328311722,14000,2
23095,보이지 않는 우물 입문,유지호,사계절,자기계발,1998-09-20,9785856542116,12800,8
23096,오래된 불빛 1,정나윤,현대문학,과학,2019-12-03,9780898169842,14000,5
23097,다시 읽는 언덕에 대하여 3,정은우,길벗,자기계발,2014-06-20,9788077599782,12800,2
23098,마지막 골목을 위한 안내서 2,오하은,에이콘출판,과학,2000-12-01,9787050403859,45000,3
23099,오래된 숲의 조건 3,한지호,마음산책,IT,2019-09-27,9786719706587,11000,3
23100,새로운 별자리의 기술 (전면개정판),한지우,민음사,자기계발,2017-10-15,9788420202981,15800,1
23101,작은 기차 노트,서태윤,사계절,자기계발,2019-02-12,9789959735807,28000,45
23102,거대한 겨울의 조건,오현우,북스톤,에세이,2008-12-12,9784439281527,12800,12
23103,눈부신 바다의 재발견 (합본),신서윤,마음산책,여행,2007-06-29,9784116519614,19800,1
23104,낯선 숲에 대하여 2,강정우,김영사,인문,2019-12-28,9788163539653,25000,12
23105,보이지 않는 겨울을 위한 안내서,심지우,알에이치코리아,과학,2018-04-13,9782778248604,11000,120
23106,마지막 그림자 연대기 (합본),임소율,은행나무,인문,2004-11-04,9782407275039,19800,3
23107,보이지 않는 거리의 역사 (전면개정판),최시우,프리렉,소설,1998-03-05,9787919319938,18000,12
23108,오래된 거리 노트 1,최정우,비룡소,자기계발,2004-12-12,9789092450617,28000,0
23109,작은 마음 실전 가이드,조현우,알에이치코리아,예술,2001-11-30,9783335729309,13500,5
23110,거대한 방 연대기,강재현,마음산책,인문,2019-01-21,9787338490636,12800,3
23111,붉은 방을 위한 안내서 (전면개정판),오소율,위즈덤하우스,역사,2025-01-04,9780542493741,38000,2
23112,서툰 골목 노트 (합본),허지아,열린책들,과학,2021-12-22,9786020049206,25000,45
23113,붉은 편지을 찾아서,서예준,비룡소,예술,2022-05-07,9782844943266,11000,12
23114,오래된 시간 실전 가이드 (합본),레이먼드 카버,비룡소,과학,2009-06-02,9782660883773,22000,45
23115,아주 사소한 항해 연대기 (개정판),이정우,민음사,IT,2007-10-27,9784291244567,25000,12
23116,단단한 질문 연대기 3,손지호,위즈덤하우스,경제경영,2000-05-23,9783516627457,14000,12
23117,이상한 저녁 수업,한가은,문학동네,에세이,2025-03-17,9782026717396,13500,5
23118,단단한 저녁 수업 2,양건우,돌베개,예술,2024-03-03,9780417371831,13500,3
23119,완벽한 그림자의 재발견,배태윤,창비,소설,2006-02-25,9787147454533,45000,8
23120,무한한 방이야기 2,서예준,웅진지식하우스,자기계발,2007-11-28,9785196974317,9800,5
23121,완벽한 언덕을 찾아서,김나윤,은행나무,여행,2017-08-26,9789810587119,25000,2
23122,다시 읽는 섬의 재발견,배서연,길벗,인문,2018-12-20,9785221169808,15800,8
23123,아주 사소한 기록 연대기 (개정판),김재현,마음산책,경제경영,2010-02-21,9789164398798,38000,5
23124,아름다운 저녁의 발견 3,허은우,인사이트,에세이,2007-07-22,9784748098427,19800,0
23125,잊혀진 아침 수업 1,오윤서,위즈덤하우스,자기계발,2012-07-05,9780648872736,45000,20
23126,새로운 시간의 조건,유민준,위즈덤하우스,예술,2009-11-29,9785001145389,16500,3
23127,다시 읽는 바다의 재발견 1,마거릿 애트우드,돌베개,인문,2014-01-14,9784679981240,18000,3
23128,무한한 그림자을 찾아서,가브리엘 마르케스,프리렉,자기계발,2022-12-14,9781211989033,28000,5
23129,잊혀진 정원에 대하여 3,신하은,창비,예술,2024-08-30,9784974563345,14000,120
23130,붉은 사전의 역사,강정우,위즈덤하우스,IT,2019-12-25,9783254013760,28000,20
23131,눈부신 정원을 찾아서 (합본),장채원,은행나무,소설,2006-06-29,9789019152057,11000,0
23132,잊혀진 사전을 찾아서 (전면개정판),헤르만 헤세,에이콘출판,인문,2015-12-03,9782131315936,13500,1
23133,단단한 불빛 완전정복 1,오태윤,현대문학,경제경영,2013-12-03,9789100494427,19800,45
23134,완벽한 질문 (개정판),서지호,알에이치코리아,자기계발,2016-08-09,9786427626790,19800,12
23135,다시 읽는 골목 입문,장재현,마음산책,소설,2002-12-06,9785287847042,28000,12
23136,이상한 질문의 재발견,한시우,길벗,역사,2011-06-26,9789533968046,32000,2
23137,오래된 목소리이야기 (전면개정판),홍재현,현대문학,과학,2007-01-13,9788684800001,9800,1
23138,눈부신 숲의 조건 1,한건우,현대문학,소설,2017-03-15,9782174516401,22000,8
23139,조용한 골목의 조건 2,신수아,길벗,자기계발,2011-04-14,9781016038654,13500,45
23140,단단한 약속 실전 가이드,남채원,웅진지식하우스,역사,2006-03-18,9786338969522,38000,5
23141,오래된 섬을 위한 안내서 (합본),백시우,마음산책,경제경영,2009-05-09,9788478580167,25000,2
23142,다시 읽는 질문의 발견,조다은,웅진지식하우스,과학,2002-08-12,9784777409107,15800,120
23143,가장 먼 항해 실전 가이드 2,심지호,민음사,IT,2003-11-01,9787902250979,25000,5
23144,고요한 기록 실전 가이드,조은우,현대문학,IT,2019-06-28,9780929394480,11000,45
23145,완벽한 이름,최나윤,비룡소,소설,2006-04-12,9783848296577,18000,2
23146,느린 여행 입문 1,심하은,인사이트,예술,2019-12-05,9780690654507,12800,3
23147,아름다운 기차의 발견,전나윤,문학동네,경제경영,2025-03-04,9781313946980,16500,5
23148,완벽한 언덕,마거릿 애트우드,사계절,인문,2017-09-06,9786261782297,38000,1
23149,완벽한 사전이야기 1,오다은,에이콘출판,소설,2026-06-03,9786587838229,28000,1
23150,보이지 않는 언덕 완전정복,강윤서,열린책들,인문,2011-09-01,9788994927114,12800,20
23151,다시 읽는 계단의 조건 (합본),전지호,돌베개,소설,2017-09-05,9785732222799,13500,1
23152,아름다운 바다 연대기 (전면개정판),조지 오웰,민음사,소설,2024-10-15,9786411255485,16500,8
23153,오래된 그림자을 찾아서 (개정판),최지호,현대문학,자기계발,2006-11-14,9780258013486,32000,5
23154,마지막 시간을 찾아서,조재현,프리렉,경제경영,2004-07-13,9789518569734,15800,12
23155,마지막 골목의 조건 (개정판),배도윤,프리렉,예술,2024-09-22,9787960816193,28000,120
23156,거대한 여행이야기 (전면개정판),오다은,창비,소설,2002-12-07,9785949475643,12800,120
23157,처음 만나는 우물 입문 (전면개정판),문가은,위즈덤하우스,에세이,2026-01-11,9782413210698,11000,45
23158,거대한 마음을 찾아서 (개정판),배채원,민음사,경제경영,2010-09-30,9787817842702,25000,8
23159,아주 사소한 방의 발견 (전면개정판),안다은,사계절,경제경영,2008-03-15,9784706038131,38000,5
23160,거대한 편지을 찾아서 (합본),임민준,은행나무,인문,2018-10-28,9787662896418,45000,12
23161,마지막 기차 수업 1,정소율,길벗,역사,2024-12-16,9785564368932,15800,5
23162,붉은 약속 (합본),장민준,비룡소,인문,2023-11-07,9784334423488,18000,5
23163,새로운 시간에 대하여 3,서하은,창비,여행,2009-11-22,9786026294223,15800,2
23164,눈부신 거리의 발견,신예준,에이콘출판,예술,2011-07-19,9787145821458,38000,8
23165,붉은 골목 입문 1,안시우,프리렉,에세이,2008-04-19,9785845322583,19800,5
23166,눈부신 불빛 완전정복,배소율,길벗,과학,2013-03-20,9787900819977,18000,1
23167,다시 읽는 우물 2,유수아,현대문학,IT,2014-08-03,9781233341779,16500,12
23168,완벽한 정원 수업 (전면개정판),양나윤,인사이트,예술,2026-06-07,9785188673919,19800,5
23169,새로운 언덕 수업,양가은,웅진지식하우스,에세이,2006-10-30,9780691047827,19800,2
23170,익숙한 사전을 찾아서,전건우,에이콘출판,여행,2020-04-07,9781714990700,15800,12
23171,무한한 저녁 2,최가은,열린책들,역사,2008-03-13,9787590026776,14000,12
23172,마지막 기차을 위한 안내서,정태윤,김영사,경제경영,2019-10-25,9780564554212,15800,1
23173,낯선 바다 수업 3,백민준,프리렉,역사,2000-11-06,9786737296360,14000,1
23174,다시 읽는 겨울의 역사 1,안하은,사계절,IT,2013-08-14,9786307668932,19800,12
23175,새로운 목소리에 대하여,서하은,비룡소,역사,2002-06-03,9789829001033,32000,8
23176,느린 약속 노트 3,배나윤,에이콘출판,소설,1998-07-03,9782545972074,28000,20
23177,눈부신 거리의 역사,윤지호,길벗,역사,2021-07-20,9782703353488,18000,8
23178,잊혀진 마음 실전 가이드 (합본),버지니아 울프,돌베개,소설,2013-10-06,9785908115790,14000,12
23179,조용한 숲 완전정복 1,최다은,알에이치코리아,역사,1998-06-28,9783781169321,18000,8
23180,단단한 마음 실전 가이드 (개정판),문가은,창비,자기계발,2020-05-22,9783985015307,15800,20
23181,이상한 문장의 조건 (개정판),박가은,은행나무,역사,2023-10-29,9788992873959,13500,8
23182,잊혀진 여행 연대기,권가은,은행나무,과학,2015-01-07,9784920669245,18000,12
23183,마지막 숲 연대기,이탈로 칼비노,인사이트,역사,2007-05-31,9786537563560,45000,0
23184,거대한 사전이야기 1,강하은,북스톤,과학,2012-02-13,9781675725122,14000,3
23185,불완전한 기차이야기 (개정판),유건우,프리렉,예술,2000-05-28,9785083163776,32000,45
23186,아주 사소한 정원의 역사,백우진,은행나무,에세이,2019-01-16,9782200300857,11000,3
23187,고요한 계단의 재발견,레이먼드 카버,한빛미디어,경제경영,2017-08-07,9782223390835,9800,5
23188,불완전한 거리의 역사 (전면개정판),유윤서,한빛미디어,경제경영,2020-02-15,9789989429025,11000,12
23189,눈부신 우물 입문 (전면개정판),허나윤,인사이트,소설,2025-03-08,9780622009484,19800,45
23190,단단한 항해을 찾아서,배지아,사계절,자기계발,2001-06-28,9781563587686,14000,1
23191,작은 언덕의 조건 1,남서연,에이콘출판,에세이,2003-05-07,9781143522584,14000,5
23192,완벽한 문장의 발견,임정우,현대문학,과학,2004-03-10,9781035012559,15800,120
23193,오래된 언덕 (개정판),손도윤,열린책들,예술,2004-01-10,9783721408616,11000,3
23194,무한한 그림자 입문 1,황시우,비룡소,역사,2009-12-21,9786372667021,22000,8
23195,붉은 저녁 수업,권은우,열린책들,역사,2017-11-24,9784983342648,16500,2
23196,아름다운 문장 노트,박우진,마음산책,여행,2011-01-06,9784689395920,15800,5
23197,익숙한 별자리을 위한 안내서 (개정판),황예준,위즈덤하우스,과학,2005-06-21,9781892438604,16500,2
23198,다시 읽는 아침의 기술,서건우,길벗,자기계발,2016-05-20,9789171809673,16500,5
23199,조용한 질문을 위한 안내서 (전면개정판),한지아,웅진지식하우스,경제경영,2023-12-28,9783923007018,16500,20
23200,붉은 거리이야기 (전면개정판),황시우,에이콘출판,자기계발,2019-04-15,9786289660247,38000,1
23201,무한한 골목의 재발견,강주원,위즈덤하우스,자기계발,2021-08-06,9787362198563,38000,0
23202,서툰 문장 연대기,정서연,문학동네,경제경영,2013-02-07,9784625150387,14000,1
23203,아름다운 도시 수업,박민준,알에이치코리아,인문,2004-05-18,9781715808202,32000,3
23204,고요한 도시 실전 가이드 3,신우진,돌베개,IT,2011-08-13,9783984591110,22000,3
23205,아름다운 방 연대기 (합본),황하은,김영사,에세이,2018-05-01,9789062260608,45000,20
23206,느린 질문의 기술 1,한지호,창비,소설,2012-12-29,9784235274828,11000,1
23207,익숙한 불빛의 조건 (개정판),양정우,창비,예술,1998-12-26,9786772938844,28000,1
23208,잊혀진 질문에 대하여 (합본),유선호,열린책들,인문,2007-09-02,9787004218392,45000,12
23209,마지막 계단의 역사 (개정판),전재현,위즈덤하우스,과학,2006-03-31,9784639805678,15800,3
23210,고요한 섬이야기 3,이지호,북스톤,에세이,2010-09-30,9788336351939,9800,3
23211,거대한 우물을 찾아서 1,장채원,한빛미디어,인문,1999-01-04,9781865122758,13500,3
23212,아주 사소한 습관의 역사 (합본),김서연,문학동네,경제경영,2026-03-19,9782801750870,14000,0
23213,다시 읽는 지도을 위한 안내서 3,홍민준,길벗,소설,2026-03-17,9781235520373,45000,8
23214,처음 만나는 사전 입문 (합본),가브리엘 마르케스,사계절,자기계발,2010-09-20,9781047298058,9800,0
23215,이상한 항해의 조건 (합본),배서윤,돌베개,경제경영,2003-12-21,9781154918505,32000,2
23216,단단한 시간 노트,유정우,문학동네,경제경영,2016-11-02,9780627145720,18000,20
23217,서툰 바다의 조건 (합본),유주원,창비,역사,2022-05-14,9788848205440,38000,12
23218,처음 만나는 정원의 발견 (전면개정판),권지아,에이콘출판,역사,2003-09-22,9781625222108,18000,0
23219,잊혀진 노래 연대기 (합본),김가은,북스톤,에세이,2010-07-18,9785593463832,22000,2
23220,단단한 시간 완전정복,한선호,열린책들,소설,2015-05-17,9789855222914,9800,3
23221,새로운 정원 완전정복 (개정판),최서연,비룡소,IT,2025-03-25,9780119342311,13500,8
23222,고요한 항해 연대기 2,이지아,알에이치코리아,인문,2015-02-16,9783665225537,16500,8
23223,마지막 우물의 재발견,오태윤,민음사,소설,2009-11-07,9786267877857,15800,8
23224,붉은 문장 입문 (합본),무라카미 하루키,민음사,자기계발,2012-01-04,9780354743288,45000,0
23225,서툰 약속의 재발견 (합본),홍도윤,돌베개,에세이,2002-06-30,9781716432781,15800,8
23226,새로운 지도의 발견,배정우,은행나무,인문,2021-04-19,9781053875751,22000,20
23227,완벽한 그림자 노트 (개정판),허지우,프리렉,자기계발,2021-11-08,9783209736867,28000,0
23228,불완전한 항해 완전정복 (합본),손지호,한빛미디어,인문,2026-02-26,9783521140319,22000,8
23229,거대한 우물 2,최시우,웅진지식하우스,소설,2005-10-14,9784224453681,22000,120
23230,무한한 지도 실전 가이드 (개정판),도리스 레싱,사계절,인문,2014-12-29,9787617530383,11000,8
23231,오래된 사전의 조건,박하은,돌베개,에세이,2023-02-06,9781403043532,22000,3
23232,불완전한 거리 연대기 1,가브리엘 마르케스,민음사,에세이,2005-02-11,9782782390065,13500,0
23233,붉은 사전 연대기 (전면개정판),양윤서,사계절,경제경영,2003-04-15,9783732136327,22000,8
23234,아주 사소한 도시을 위한 안내서,한강,열린책들,IT,2001-02-24,9789521708290,9800,2
23235,익숙한 아침 완전정복,정나윤,한빛미디어,예술,2016-06-11,9788347886719,28000,8
23236,오래된 시간 수업,장소율,사계절,경제경영,2016-05-07,9781900985895,25000,120
23237,낯선 사전이야기 2,심채원,마음산책,인문,2016-01-11,9785102052409,9800,8
23238,낯선 방의 재발견 (전면개정판),백채원,문학동네,에세이,2007-09-14,9789463655476,9800,1
23239,처음 만나는 이름 입문 1,조예준,현대문학,경제경영,2024-12-31,9780237862908,9800,5
23240,완벽한 항해의 역사,최가은,은행나무,소설,2002-05-03,9784418313924,22000,5
23241,오래된 질문의 기술,김수아,위즈덤하우스,인문,2025-02-21,9780392663248,25000,1
23242,조용한 창문 수업,백서윤,한빛미디어,소설,2007-11-18,9780448897495,11000,5
23243,보이지 않는 도시을 위한 안내서,임다은,웅진지식하우스,경제경영,2006-04-16,9782493631766,32000,8
23244,무한한 약속,한서윤,사계절,여행,2014-03-26,9789200693520,13500,2
23245,작은 바다을 찾아서 1,조서연,위즈덤하우스,에세이,2021-12-07,9783595717502,15800,20
23246,가장 먼 바다의 기술 2,남가은,창비,자기계발,2018-04-17,9788323809727,16500,5
23247,느린 시간 연대기,고지아,북스톤,에세이,2022-04-01,9786063136961,38000,1
23248,처음 만나는 이름의 조건,알베르 카뮈,에이콘출판,역사,2025-10-23,9783662599456,45000,2
23249,오래된 저녁 입문 3,최우진,한빛미디어,경제경영,2003-12-29,9780563348777,18000,12
23250,마지막 기록이야기 (합본),서윤서,마음산책,자기계발,2008-03-30,9786861560626,19800,5
23251,잊혀진 섬 노트,허도윤,은행나무,과학,2018-01-27,9785369609482,15800,2
23252,단단한 계단 수업 1,김지아,열린책들,예술,2023-08-07,9788880934249,18000,2
23253,무한한 문장을 찾아서,손태윤,비룡소,인문,2010-10-08,9785725125665,25000,2
23254,조용한 계절 입문 2,조서연,길벗,여행,2002-02-13,9785586089431,19800,12
23255,처음 만나는 겨울 연대기 (전면개정판),전채원,프리렉,소설,2019-09-09,9786778669389,32000,120
23256,무한한 바다,레이먼드 카버,길벗,IT,2020-09-20,9783518843344,22000,8
23257,마지막 정원 노트,최채원,길벗,역사,2003-06-24,9783269413876,9800,20
23258,불완전한 정원 수업,안윤서,민음사,예술,2016-07-18,9783615968616,38000,5
23259,보이지 않는 이름의 조건 2,김정우,북스톤,IT,2013-10-26,9783861252731,12800,5
23260,거대한 시간에 대하여 1,최정우,문학동네,여행,1999-03-19,9788517351090,14000,45
23261,느린 사전의 기술,전주원,프리렉,인문,2003-03-14,9785949152807,12800,20
23262,잊혀진 계절 실전 가이드 (합본),전정우,위즈덤하우스,역사,2021-10-15,9786803995677,11000,8
23263,보이지 않는 바다 수업 (합본),문도윤,문학동네,경제경영,2013-06-16,9782448380279,13500,1
23264,완벽한 거리의 역사,유태윤,현대문학,자기계발,1998-01-31,9786278447066,16500,3
23265,불완전한 골목의 역사 (개정판),한강,프리렉,여행,2019-12-22,9784653561141,38000,20
23266,처음 만나는 별자리의 재발견,최지아,김영사,에세이,2005-05-17,9782644348037,28000,5
23267,아주 사소한 약속의 발견 (합본),유하은,북스톤,인문,2001-02-09,9788332668012,32000,12
23268,붉은 불빛이야기,백주원,비룡소,역사,1998-05-06,9784856166189,38000,3
23269,다시 읽는 섬을 위한 안내서 2,문수아,알에이치코리아,예술,2010-11-06,9789522872118,15800,120
23270,고요한 기차을 찾아서,한수아,비룡소,경제경영,2018-05-13,9786131076985,22000,8
23271,가장 먼 불빛의 역사 1,허소율,마음산책,IT,2024-06-30,9785130983628,38000,1
23272,아름다운 항해에 대하여 1,황소율,열린책들,인문,2002-05-14,9782349473139,16500,5
23273,단단한 우물에 대하여 (개정판),남서윤,비룡소,자기계발,2026-03-09,9785130587449,25000,8
23274,오래된 별자리에 대하여,오정우,마음산책,자기계발,2024-12-21,9782207954141,25000,5
23275,고요한 계절 수업 3,심채원,문학동네,IT,1999-04-30,9780526802375,13500,5
23276,조용한 우물 입문,배현우,마음산책,인문,2002-07-05,9783654164645,9800,20
23277,낯선 기록에 대하여,조태윤,창비,과학,2008-03-18,9785355061173,18000,3
23278,가장 먼 언덕 입문 1,강은우,에이콘출판,예술,2010-12-07,9785849116537,45000,8
23279,느린 골목의 재발견 2,버지니아 울프,비룡소,인문,2001-08-02,9787983790460,13500,8
23280,느린 그림자이야기 (개정판),이선호,위즈덤하우스,소설,2018-05-24,9789596902033,11000,120
23281,익숙한 저녁 입문 2,장건우,인사이트,자기계발,1998-09-30,9789216308670,14000,120
23282,눈부신 도시의 기술 (합본),유지호,문학동네,과학,2000-08-25,9783610363122,12800,120
23283,무한한 기록에 대하여,임선호,알에이치코리아,인문,2017-11-22,9784998722735,16500,3
23284,무한한 아침을 위한 안내서 (전면개정판),헤르만 헤세,북스톤,IT,2010-10-12,9781691785978,11000,5
23285,불완전한 겨울의 발견 3,박주원,김영사,자기계발,2000-02-13,9786505970161,18000,5
23286,조용한 거리 실전 가이드 1,한하은,현대문학,IT,1999-12-14,9786902458158,22000,2
23287,잊혀진 별자리 완전정복 1,조주원,민음사,역사,2017-09-23,9782473376489,32000,8
23288,오래된 불빛이야기 1,도리스 레싱,알에이치코리아,자기계발,2011-10-28,9782797705787,16500,0
23289,붉은 거리 완전정복 2,홍선호,알에이치코리아,과학,2016-01-01,9788496686042,9800,2
23290,작은 언덕의 조건 (개정판),황정우,은행나무,예술,2020-05-14,9785817288574,25000,3
23291,새로운 시간의 발견,윤지우,비룡소,자기계발,2003-04-10,9788758240769,11000,45
23292,처음 만나는 바다의 재발견 (합본),양시우,문학동네,IT,2023-01-17,9780201033500,45000,3
23293,붉은 창문에 대하여,가브리엘 마르케스,현대문학,예술,2008-07-23,9782954494694,45000,20
23294,눈부신 지도 완전정복 1,윤서윤,열린책들,예술,2007-02-16,9787298714269,25000,5
23295,서툰 그림자,안시우,돌베개,소설,2021-04-09,9785824794272,32000,12
23296,오래된 사전 실전 가이드,오재현,비룡소,인문,1998-07-10,9784448446280,38000,5
23297,단단한 시간의 역사,장민준,열린책들,인문,2025-06-20,9789921741199,14000,2
23298,느린 정원에 대하여 (개정판),박지호,한빛미디어,역사,2001-01-26,9781552575221,16500,2
23299,처음 만나는 섬,임재현,웅진지식하우스,에세이,2003-09-11,9786097698030,9800,12
23300,완벽한 숲의 발견,안채원,알에이치코리아,예술,2012-10-12,9788597324520,25000,2
23301,익숙한 바다을 위한 안내서 (전면개정판),박도윤,에이콘출판,경제경영,2010-04-03,9789064937685,25000,12
23302,다시 읽는 불빛의 기술 3,최태윤,북스톤,소설,1998-07-13,9781982495374,12800,5
23303,단단한 저녁 연대기 1,신시우,비룡소,IT,2025-12-23,9788417508492,13500,5
23304,처음 만나는 사전이야기 (개정판),서도윤,인사이트,과학,2005-08-21,9787028198821,19800,0
23305,무한한 지도 입문 1,송예준,프리렉,인문,2016-08-26,9788835330624,9800,3
23306,낯선 계단의 역사 (전면개정판),무라카미 하루키,돌베개,과학,2020-08-07,9783592319943,16500,3
23307,오래된 언덕 (전면개정판),홍은우,웅진지식하우스,자기계발,2016-12-13,9787756949955,14000,5
23308,서툰 창문의 재발견,배지아,창비,IT,2007-01-13,9780958925424,12800,12
23309,느린 항해 입문 (합본),조태윤,열린책들,에세이,2008-10-10,9789152023644,9800,12
23310,눈부신 약속 실전 가이드 1,김지우,김영사,과학,2001-11-19,9789248463730,19800,2
23311,가장 먼 지도 연대기 (합본),백재현,북스톤,인문,2006-04-14,9785917168323,19800,12
23312,잊혀진 숲 실전 가이드 (개정판),양선호,북스톤,예술,2012-12-29,9781995171988,22000,12
23313,조용한 마음 연대기 (개정판),임재현,인사이트,인문,2003-04-11,9784978898333,14000,20
23314,눈부신 그림자 노트 (전면개정판),윤채원,창비,자기계발,2017-03-25,9785959370245,32000,1
23315,가장 먼 섬이야기 3,전주원,은행나무,여행,2022-05-25,9789232153113,12800,120
23316,다시 읽는 언덕 노트 (개정판),레이먼드 카버,현대문학,인문,2004-08-21,9789512584181,25000,1
23317,서툰 이름의 기술,장지호,웅진지식하우스,역사,2008-12-08,9780125579923,32000,3
23318,가장 먼 마음 실전 가이드,한나윤,알에이치코리아,과학,2016-11-07,9788539166044,38000,0
23319,아주 사소한 아침의 조건 3,남채원,길벗,과학,2013-08-30,9784830794242,15800,8
23320,다시 읽는 질문 완전정복,무라카미 하루키,창비,경제경영,2026-01-08,9783720363279,18000,5
23321,불완전한 기차을 위한 안내서,버지니아 울프,길벗,소설,2011-11-14,9782338775453,22000,3
23322,불완전한 이름의 역사,허채원,인사이트,에세이,2019-03-28,9781699927172,15800,5
23323,오래된 숲 입문,한지우,창비,경제경영,2023-11-13,9781229427097,11000,45
23324,느린 숲 연대기 2,장도윤,프리렉,여행,2001-01-04,9780615437553,45000,5
23325,거대한 거리의 역사 3,허소율,인사이트,예술,2023-09-19,9780326795958,18000,2
23326,이상한 약속 수업,허정우,은행나무,예술,2000-05-21,9788724962208,13500,45
23327,고요한 거리의 재발견 (전면개정판),홍건우,마음산책,과학,2017-03-13,9781600636130,38000,2
23328,불완전한 사전 1,손건우,비룡소,역사,2002-07-09,9783339466028,14000,0
23329,고요한 겨울이야기 2,레이먼드 카버,에이콘출판,예술,1998-01-28,9788960892512,22000,5
23330,단단한 이름을 위한 안내서 2,박정우,프리렉,역사,2002-07-15,9781881135594,28000,0
23331,잊혀진 섬의 재발견 (개정판),이가은,에이콘출판,에세이,2013-11-07,9787590580608,11000,2
23332,보이지 않는 기차 연대기,안재현,웅진지식하우스,자기계발,2009-12-01,9784937753063,28000,20
23333,붉은 언덕 실전 가이드,허정우,비룡소,소설,2020-09-11,9781119909237,25000,5
23334,무한한 골목 완전정복 3,윤도윤,은행나무,경제경영,2009-11-02,9787640489071,14000,20
23335,서툰 불빛 수업 (전면개정판),고예준,돌베개,여행,2001-02-03,9783900201228,14000,12
23336,눈부신 질문 (개정판),권가은,사계절,경제경영,2013-07-19,9788608770165,28000,2
23337,새로운 창문 연대기,황민준,김영사,에세이,2012-08-17,9787649909309,18000,3
23338,다시 읽는 시간 수업 (개정판),최다은,사계절,경제경영,2005-05-13,9781557856347,15800,3
